Skill,Count
affix client technology provided barcode and other tags,1
perform physical inspection and collection of information,1
inventory management tracking,1
inventory management services,1
mark requests complete in client technology tools and ticketing systems,1
record activities performed in client technology tools and ticketing systems,1
approve requests in client technology tools and ticketing systems,1
attend client technology planning meetings,1
contribute to the creation of tickets and content,1
review requests in client technology tools and ticketing systems,1
perform itil level activities related to incident problem and change,1
support client technology's service management process and procedures,1
participate in planning of data center space and layout,1
support client technology data center it equipment installation and removal planning activities,1
basic data center planning,1
track all work being performed,1
perform an annual inventory of all packages stored onsite,1
file physical bill of lading bill of materials property removal forms,1
notify requestors of deliveries,1
track and enter data related to all packages and shipments received and shipped,1
receiving functions,1
perform shipping,1
receiving and loading dock,1
execute queries and provide inventory extracts,1
perform physical validation of client technology and client assets onsite,1
support and participate in client soxa and asset inventory,1
complete monthly audits,1
ensure accuracy of all data collected,1
enter information related to devices materials and cables,1
collect information related to all equipment onsite,1
random scans and inventory of equipment,1
perform scheduled periodic,1
initializing of media and media related equipment,1
labeling of media and media related equipment,1
tracking of media and media related equipment,1
inventorying of media and media related equipment,1
receiving of media and peripherals,1
scanning of media,1
filing and cataloging of media,1
dismount of media,1
mount,1
media administration services,1
perform reporting as requested,1
process rmas as requested by client vendors and customers,1
work with the client data center manager to execute returns of packages stored onsite long term outside of client standards,1
maintain the storage spaces in an orderly fashion,1
ensure that all items removed from the physical location have the proper authorization,1
perform shipping functions including but not limited to inventorying scheduling,1
* probability theory,1
* predictive statistics,1
basic device configuration and os loads,1
move equipment racks devices and materials between physical locations in the same building,1
coordinate tickets to add or remove equipment from the data center,1
act as the poc and approve,1
dispose of all packing material and waste appropriately,1
perform activities to ground cabinets according to site processes,1
install and remove cabinets and racks in the data center,1
physical power down of equipment,1
installation and removal of it equipment,1
use of client technology tools and processes related to media,1
perform all activities to receive media from offsite vaulting provide and perform appropriate filing,1
perform all activities to prepare and package media for offsite vaulting,1
enforcement of all client documented policies and processes related to media management,1
record of all media movements shipping activities destructions and offsite vaulting activities,1
install connect and,1
install software cds and dvds,1
* 8+ years of experience,1
* ms degree,1
* postdoctoral experience,1
* phd,1
* disease outcomes,1
* human health,1
* model scoring,1
* model building,1
* drug development,1
* actionable targets,1
* diagnostic disease signatures,1
* hardtodiagnose diseases,1
* rare diseases,1
* biology,1
technological,1
executive development programs,1
skilled volunteering,1
dataset truthing,1
data noise removal,1
check power connections,1
general troubleshooting and visual verification to assist remote troubleshooting efforts,1
reseat cables,1
reset remote management connection id's and passwords,1
relay lcd readouts,1
basic troubleshooting and repair of it equipment failures,1
device inventory capabilities and physical comparison to inventory lists,1
serial number validation,1
visual inspection of devices as requested,1
device validation,1
or move usb devices,1
vldb,1
analytical strategies,1
azure data repository,1
3 years of experience in writing scripts in python,1
5 years of progressive related work experience,1
3 years of experience in data movement and orchestration pipelines,1
master's degree in computer science computer engineering information technology or a related field,1
bachelor's degree in computer science computer engineering information technology or a related field,1
risk and incident support and resolution,1
resource capacity management,1
sql server powershell,1
data movement and orchestration,1
dataset construction,1
* translational bioinformatics,1
preferences,1
customer demographics,1
dimension tables,1
etl skills,1
agile working,1
postgresql databases,1
structured analysis,1
cloud hybrid solutions,1
deep networks,1
perception systems,1
vector space representation,1
coding for efficiency,1
cd toolchains,1
metrology,1
mlops pipelines,1
workday pro certifications,1
workday reporting services,1
peoplesoft campus solutions,1
sftp connections,1
poshgit modules,1
file storage,1
key vaults,1
data integration developer,1
isolation rooms,1
scif environment,1
st. louis,1
northern virginia,1
nifi processors,1
openeye,1
pyg,1
gnn,1
huggingface hub,1
local authority databases,1
housing association,1
lwc,1
microsoft dynamics tech stack,1
global time zones,1
api security,1
web architectures,1
dq services,1
lifecycle activities,1
customization,1
mlops tooling,1
machine learning production platforms,1
professional growth opportunity,1
access to company suite,1
inoffice catering,1
employee equity grant program,1
cast and crew,1
caps,1
database contention risks,1
locking,1
latching,1
nested transactions,1
transaction structure,1
complex distributed transactions,1
data access optimization,1
bi and olap,1
experience in one of the machine learning platforms: gcp aws azure databricks or snowflake,1
experience with etl processes and data warehousing extracting data from sap and loading into sql data warehouse,1
experience with bw system development data models data sources and data transformations,1
strong experience in sap abap and python programming languages,1
3+ years of experience in sap erp and bw systems,1
bachelor's or master's in computer science or related field,1
sap abap,1
competitive total rewards,1
exposure to blood,1
traveling,1
grabbing,1
physical work demands,1
communication style,1
hospital or clinic laboratory testing experience,1
clinical laboratory scientistspecialist,1
clinical laboratory scientistgeneralist,1
clinical laboratory scientisttechnician,1
fte benefits,1
azure cloud certification,1
strong sql experience,1
data set assembly,1
data strategy support,1
complex program development,1
sprint demos,1
hazardous medications,1
communicable diseases,1
patient and family support,1
handson jira experience,1
proxy dlp,1
symantec dlp engineering,1
aws efs,1
aws cloudfront,1
system performance optimization,1
nonproduction support,1
messaging architectures,1
high volume mission critical applications,1
sonar qube,1
css policies,1
tissue,1
body fluid,1
engineering or business administration degree,1
ability to multitask and work under pressure,1
interpersonal and writing skills,1
process improvement identification and implementation,1
technical clarification team leadership,1
equipment structure development implementation and maintenance,1
siemens energy products and services,1
softwarehardware optimization,1
information access,1
research services,1
realworld examples,1
technical trainer,1
senior level,1
market datarelated systems,1
dispensing,1
reception,1
algorithmic problem solving,1
backend microservices,1
local travel,1
ecl,1
technical targeting analytic support,1
git repositories,1
orchestration and configuration management tools,1
5+ years of experience building data frameworks for unit testing data lineage tracking and automation,1
bachelor's or master's degree in computer science information systems operations research or related field,1
big data developer,1
compliance scanning,1
automated deployments,1
build pipelines,1
devops lifecyle,1
api experience,1
intelligence information,1
mapbox,1
google earth engine,1
strong teamwork,1
research partners collaboration,1
faculty collaboration,1
archiving solutions,1
data support analysis,1
trend analysis skills,1
data mining skills,1
data reporting skills,1
foxpro,1
clinical algorithms,1
agile applications,1
google collab,1
ongoing training & development,1
commuter benefit elearning,1
data management systems technical support,1
data integration development life cycle,1
application programming interface,1
commodities market datasets,1
application optimization,1
scikit lean,1
sentinel,1
landsat,1
remote sensing data,1
shapely,1
enterprise architectures,1
descriptive designs,1
degradation,1
model drift,1
datarelated processes,1
carto,1
being oncall 24x7,1
traveling to foreign countries,1
complying with company dress codes,1
traveling in vehicles,1
or standing for extended periods,1
sitting and,1
looking at computer screens for extended periods,1
knowledge and skill in technical areas,1
executing assigned project tasks,1
managing projects across technical and functional disciplines,1
application and transactional system experiences,1
data operations (dataops),1
data management infrastructure administration,1
data management security policies,1
user and technical support documentation,1
postimplementation performance metrics,1
5+ years data management experience,1
7+ years relevant work experience,1
microsoft office suite (word excel outlook powerpoint),1
erp software (oracle sap etc.),1
evaluation data analysis,1
mixed methods analysis,1
m&e,1
continuous learning and professional development,1
experience with oracle databases,1
experience with ellucian banner,1
8+ years of experience in database administration,1
openid,1
application single signon,1
loadbalancing,1
linux environment (redhat),1
bachelor’s in computer science,1
contact rates,1
testandlearn,1
swag,1
team engagement & outings,1
equipment reimbursement,1
employee referral bonus program,1
tuition training & certification reimbursement,1
medical dental & vision benefits,1
sdlc (system development lifecycle),1
itil (information technology infrastructure library),1
influencing without authority,1
system and process improvement,1
flow design,1
uml (unified modeling language) modeling,1
aws big data  specialty,1
extensive data integration development support experienced,1
hybrid onsite projects,1
m.a. in quantitative and,1
b.s. or b.a. in quantitative and,1
dashboard solutions,1
oracle primavera portfolio management,1
process modeling software,1
construction industry knowledge,1
utility industry knowledge,1
process improvement tools and techniques,1
12+ years without the degree,1
7+ years with a bachelor’s in computer science,1
bm&a systems,1
cab processes and procedures,1
ellucian banner erp system,1
banner database management,1
marketing kpis,1
electronics hardware,1
ml model efficiency,1
ml technologies with synapse,1
data architect team,1
industrial ops,1
outcomebased value delivery,1
center of excellence,1
ability to work with ambiguity,1
kyc regulations,1
user story writing,1
airline revenue management,1
us citizenship or authorized green card,1
strong analytics,1
basic life & supplemental life,1
parental leave and adoption assistance,1
discretionary variable incentive bonus,1
apache mxnet,1
data and analytics projects,1
experiment optimization,1
5+ years of mobile and web development experience,1
secure development,1
cloud services integration,1
timeseries data management,1
data replication software,1
automated testing software,1
experience or education in object oriented or functional programming languages,1
experience or education in sdlc,1
bachelor's or master's degree in computer science computer engineering mis or related field,1
full time availability,1
strong verbal communication skills,1
sdlc (software development lifecycle),1
electronics software,1
familiarity with various types of financial statements,1
familiarity with financial regulation and appropriate laws,1
ability to lead internal data analytics working groups and trainings,1
ability to participate in agencyspecific working groups,1
ability to provide recommendations to management,1
ability to escalate issues to appropriate management,1
ability to identify patterns and trends,1
ability to adjust to changing situations,1
ability to learn independently,1
java mapreduce,1
nv1 clearance,1
continuous training,1
manufacturing industry,1
cd deployment pipelines,1
cudaistio,1
kubernetes (k8),1
fed,1
investment accounting platforms,1
ccp,1
ncmr,1
scb,1
slr,1
gsib,1
regulatory initial margin,1
financial resource consumption,1
financial resource optimization,1
financial resource analysis,1
financial resource management,1
ba preferred,1
commitment to valuing diversity and contributing to an inclusive working and learning environment,1
knowledge of principles and practices of finance and financial management,1
familiarity with various financial regulation reports and data sets provided by federal financial regulators,1
satellite control network,1
crdls,1
critical thinker,1
serverless experience,1
independent problem solver,1
storms,1
dslm,1
topvue,1
pims sharepoint,1
edims sharepoint,1
store operations,1
retail environment,1
salary ranges,1
compensation survey data,1
equity compensation,1
occ,1
sql dbms,1
elastic beanstalk,1
lab experience,1
ascp certified,1
lab quality,1
healthcare leadership,1
medical lab,1
abb,1
nerc cip,1
realtime calculations,1
scada alarms,1
iccp,1
scada database,1
osi monarch,1
data visualization technologies,1
8 years configuration analysis experience,1
datadriven risk management,1
datadriven operational efficiency,1
datadriven customer experience,1
datadriven competitive advantage,1
datadriven growth,1
analytics instrumentation,1
ofac list,1
bsa training,1
countering the financing of terrorism,1
cft,1
industry acumen,1
multimillion dollar deals and sales targets,1
clevel client relationship building and relationship management,1
enterprise software as a service (saas) platform,1
it transformation,1
cloud enablement & migration,1
risk management skills,1
insurtech,1
systems change management,1
information taxonomies,1
information glossaries,1
information identifiers,1
information sources,1
insurance technologies,1
insurance opportunities,1
insurance challenges,1
insurance processes,1
insurance players,1
insurance market,1
datadriven social impact,1
datadriven sustainability,1
datadriven compliance,1
social impact skills,1
sustainability skills,1
supervisor position,1
mls professional,1
medtech experience,1
patient health,1
microbiology skills,1
lab operations,1
healthcare compliance,1
microbiology supervisor,1
acute care facility,1
healthcare professional,1
microbiology lab,1
medtech supervisor,1
ethics skills,1
compliance skills,1
medical science,1
disease monitoring,1
healthcare careers,1
supervisor role,1
medical testing,1
project scope detailing,1
capability building,1
project process guidance,1
solution creation,1
sap data consultant,1
blueprinting workshops,1
activate methodology,1
data security in transit,1
data security at rest,1
modern data and analytics tech stacks,1
unstructured data management,1
pioneer new models of care,1
care and exceptional service,1
health vision dental coverage,1
mt or mls (ascp) or equivalent certification,1
inside plant safety,1
fiber optic testing,1
ladder racks,1
power rack and cabinets,1
ac and dc power plants,1
cable lacing,1
cable dressing,1
business process consulting,1
valueadding consulting solutions,1
patient samples,1
disease states,1
diagnostic procedures,1
sci) with polygraph,1
research improvements,1
learning support,1
graphical applications,1
strong knowledge on google cloud storage,1
google cloud certified professional cloud architect,1
bachelor's degree in stem field,1
scrum certification,1
approval,1
agile (scrum) standards,1
tactical solutions,1
strategic solutions,1
actone features,1
atomize platform,1
aml domain,1
collaboration.,1
hardware swaps,1
supportive environment,1
barbering,1
45 years of clinical data management experience,1
bs in science,1
j review,1
study status reporting,1
clinical trial data review,1
cro oversight,1
smart analytics,1
google cloud platform products,1
cloud and hybridcloud computing,1
cost optimization for dataproc workload management,1
strong knowledge on bigquery slots management,1
lab supervisor,1
senior experience,1
laboratory safety and personal protective equipment (ppe),1
quality control and maintenance,1
reagent and control preparation and evaluation,1
instrumentation operation and troubleshooting,1
plate reading experience,1
video interviewing,1
holiday availability,1
beauty industry knowledge,1
special events,1
tweezing,1
tinting,1
waxing,1
skincare,1
eyebrow styling,1
makeup application,1
net+,1
data management tools (alation colibra informatica),1
urinary sediment,1
microscopic examination,1
differential count,1
complete blood count,1
business standards,1
code of ethics,1
us oncology compliance program,1
natera training requirements,1
qsr,1
cellfree dna (cfdna) testing,1
team morale,1
employee issues,1
capas,1
nonconformance reporting,1
ability to work overtime or other shifts,1
programme plan,1
senior stakeholders management,1
ethical,1
wild card,1
ucc,1
connectwise,1
experience in the fraud or risk space,1
7+ years industry experience,1
tactical communications emerging technologies,1
air force command and control (c2),1
acquisition program development,1
dt&e processes,1
microsoft operating systems,1
formal presentations,1
driving delivery,1
bachelor's degree (economics computer science information systems information processing engineering),1
data link radios,1
tactical datalink developmental test (dt),1
computer systems design,1
ability to maintain the rate of change with an application,1
authorized to work in the us,1
shelf intelligence data,1
first and thirdparty data,1
intermediate quantitative skills,1
intermediate analytical skills,1
state and local licensure,1
hybrid working opportunities,1
8% cash benefits allowance,1
discretionary performance award,1
noncontributory flexible pension,1
driven and proactive work approach,1
standardised operational processes,1
network equipment inventory,1
implementation engineering,1
detailed equipment engineering,1
data quality thresholds,1
web interfaces,1
current unencumbered mlt,1
medical math calculations,1
moderate complexity lab,1
personal beliefs,1
conciergelevel service,1
manufacturers recommendations,1
milstd6016 jmessage formats,1
variable message format (vmf),1
situation awareness data link (sadl),1
link 16,1
joint range extension,1
proper customer service practices,1
clinical laboratory test procedures,1
amt and isclt certification,1
clinical rotations,1
telecommunications business knowledge,1
system access and privileges,1
crossfunctional team coordination,1
engineering databases management,1
cable ordering,1
coordinate detail engineering,1
project installation packages (ispecs),1
venue engineering systems,1
icon databases,1
internal data network (idn),1
public and private ip,1
multiservice edge (mse),1
gas,1
american heart association (aha),1
epri,1
ghg accounting platforms,1
environmental product declarations (epds),1
carbon life cycle assessments (lcas),1
scope 1,1
greenhouse gas reporting standards,1
greenhouse gas emissions accounting,1
wdata,1
ability to maintain regular and punctual attendance,1
ability to prioritize work demands,1
ability to problem solve and engage independent critical thinking skills,1
ability to establish and maintain effective working relationships,1
ability to solve practical problems,1
reading and interpretation of documents,1
gdb,1
lauterbach,1
distributed processors,1
coverage metric,1
pre and post silicon validation,1
test bringup and debug,1
performance tests,1
block and system level performance,1
application specific kernels,1
aiw,1
mdg addons eam,1
sap master data principles,1
data replication framework (drf),1
business validation – rules modelling,1
ui modelling,1
consumer goods,1
universal design principles,1
research and information literacy,1
science of learning,1
user experience research,1
research and instruction,1
collection management,1
digital scholarship,1
assurance,1
pension and 401(k) plans,1
medical and dental coverage,1
e2e mdg implementation,1
5g toolbox,1
matlab signal processing library,1
vliw simd vector processor architecture,1
static and dynamic power characterization,1
valgrind,1
library privileges,1
college store discounts,1
athletic facilities,1
sporting facilities,1
cultural events,1
timeaway program,1
retirement matching,1
learnercentered teaching,1
citation tools,1
communication tools,1
web authoring tools,1
library or information science,1
data science and digital scholarship services,1
government information sources,1
open access,1
data science and digital scholarship tools,1
aie instruction modeling,1
ml model performance evaluation,1
block level and system level tests,1
kernel dataflow architecture,1
silicon validation framework,1
ability to flex paperclips,1
ability to lift files,1
preemployment background check,1
bachelor's degree (business science or technical discipline),1
lifting (50 pounds),1
smarts,1
multinode databases,1
open source contribution,1
partner inclusion program,1
season passes,1
cultural and sporting events discounts,1
reporting development and maintenance,1
5+ years of industry experience,1
oracle faw,1
oracle hcm,1
data collection and database design,1
hr analytics application,1
hr erp application and data reporting,1
hris and applicant tracking system,1
hr coe team subject matter expert,1
hr systems application security,1
hr analytics roadmap,1
cell therapy,1
transplant,1
clinical chart abstraction,1
research confidentiality,1
resume in word,1
managed service deals,1
creative deal shapes,1
sap data solutions,1
traditional data solutions,1
dod appropriations,1
status of funds reporting,1
civilian pay,1
dod regulations,1
57 years of data and analytical experience,1
datadriven mindset promotion,1
data validation cleaning and storage,1
data standardization and streamlining,1
data gathering and management,1
communication and validation,1
collaboration and stakeholder management,1
dashboard design and deployment,1
data center security manager,1
unquestionable professional integrity,1
component reliability prediction,1
system reliability assessment,1
reliability block diagrams,1
aircraft instrumentation,1
item toolkit,1
reliability workbench,1
failure mode and effect analysis sheets,1
computeraided engineering equipment,1
operational reliability,1
test methods,1
engineeringdesign concepts,1
reliability engineering designs,1
airframe testing,1
availability support,1
management goals,1
security strategy,1
fencing,1
door construction,1
electronic security systems,1
security guards,1
security investigations,1
workflow ticketing,1
security awareness campaigns,1
directorates,1
data center occupants,1
daily security operations,1
security construction,1
security vendors,1
security vulnerabilities,1
proactive identification,1
security countermeasures,1
detailed reports,1
verbal and written communications skills,1
process improvement procedure,1
security vendors and contractors,1
earn trust,1
learn and be curious,1
seek diverse perspectives,1
amazecon (gender diversity),1
conversations on race and ethnicity (core),1
annual learning experiences,1
innovative benefits,1
employeeled,1
govcloud region,1
security personnel,1
security projects,1
intermediate representations,1
fuzzing,1
formal verification,1
compiler architecture,1
cli applications,1
webgpu,1
metal,1
vba macros,1
git source control,1
ms bi stack (ssrs ssis ssas),1
system designs,1
physical security standards,1
technical and nontechnical individuals,1
adherence to established timetables,1
intrusion control systems,1
emergency planning programs,1
spirv,1
shipping code,1
fate and transport,1
ecological,1
mentoring and development,1
database development and management,1
school management information systems (mis),1
data center performance issues,1
mechanical system components,1
electrical system components,1
mechanical maintenance,1
initiativetaking,1
sage report designer,1
enthusiastism,1
logistic supportability,1
spacex,1
esignatures,1
notarial skills,1
sustainable,1
pip,1
applied data management,1
information technology knowledge,1
data accuracy and completeness,1
payment management,1
protocol building and maintenance,1
econsent,1
eregulatory,1
clinical research management systems,1
control room,1
controls system programming,1
technical infrastructure team,1
rocm,1
data contract requirement (cdrl),1
molecular modeling,1
turner,1
models and algorithms,1
datadriven decisionmaking processes,1
ai drug discovery,1
gene expression,1
base pairs,1
nucleotides,1
statistical relationships,1
molecular generation,1
nucleic acid medicine delivery,1
nucleic acid medicines,1
wet lab,1
apt,1
flyer distribution,1
doctoral degree in a related field with 6 years of relevant experience,1
master's degree in a related field with 8 years of relevant experience,1
bachelor's degree in a related field with 10 years of relevant experience,1
ability to work fulltime onsite in secure government workspaces,1
sci with poly clearance,1
analytic modeling,1
implement creative solutions,1
desire to thrive in a fastpaced environment,1
experience in a startup environment,1
analysts,1
greenhouse gas emissions,1
technology governance,1
influential,1
specific knowledge of af dcgs life cycle,1
4 years of experience in technical documentation,1
document control numbers (dcns),1
web proxies,1
tools implementation,1
team hiring,1
18.5 hours per week,1
37 hours per week,1
uk,1
judgment skills,1
greenhouse gas protocols,1
sec climaterelated data disclosures,1
climaterelated financial risk act (crfra),1
task force on climaterelated financial disclosure (tcfd),1
climate corporate data accountability act,1
performance metrics and reports,1
statistical techniques and tools,1
certificate in data science from an accredited college,1
12 years of relevant experience and an associates degree may be considered for individuals with indepth experience,1
abstracting and coding,1
case findings,1
audit and qa processes,1
work experience in business economics or social science data sources and information,1
online mlis,1
bachelor of science in computer science (bsc),1
bachelor of arts in economics (ba),1
bachelor of science in business administration (bsba),1
master of library and information science (mlis),1
data analysis software packages,1
instructional programming,1
analytical research assistance,1
business information services,1
cooperative work,1
cooperation and teamwork,1
reasoning and decision making,1
experience with data center or critical infrastructure construction,1
understanding of mechanical engineering principles for cooling systems,1
understanding of electrical engineering principles,1
general contractor and vendor management experience,1
experience in construction management of large complex projects,1
6+ years of related construction management experience,1
bachelor's in construction management or related engineering field,1
bluebeam software,1
procore construction project management,1
accounting principles as related to construction,1
general construction practices and principles,1
reading and interpreting construction documents,1
organizational and timemanagement skills,1
material and project management principles,1
cloudbased data solution engineering,1
jcaho preparation and survey,1
datadriven results,1
ascp registry,1
mls degree,1
accreditation and regulatory compliance,1
ingress,1
close vision distance vision color vision peripheral vision depth perception and the ability to adjust focus,1
or move objects up to 50 pounds,1
ability to occasionally lift and,1
ability to sit climb balance stoop kneel crouch crawl talk hear and smell,1
ability to stand walk use hands and fingers reach with hands and arms,1
pmp or equivalent certification,1
experience with power management power monitoring systems and bms controls,1
commissioning of largescale projects,1
knowledge of building codes and regulations,1
ability to read and interpret construction specifications and drawings,1
clear written and verbal communication skills,1
commercial model management,1
product roadmap alignment,1
political campaign data,1
weight lifting,1
ladder climbing,1
3d qto,1
2d qto,1
microsoft windows os,1
uniformat wbs,1
csi masterformat,1
avs,1
voc capture,1
matrix organizations,1
industrial equipment,1
iot technologies,1
iiot,1
objectoriented analysis,1
dataasaservice (daas) infrastructures,1
performance design,1
metadata layer,1
enterprise data dictionary,1
executive team leadership,1
snowflake architecture,1
commercial success,1
product positioning,1
value selling methodologies,1
profitability optimization,1
aftersales support,1
customer relations management,1
dda solution portfolio management,1
marketing collateral development,1
localisation strategies,1
focus on continuous improvement,1
technical goals,1
cvs,1
aacei,1
aspe,1
aia,1
cce,1
real world data analysis,1
biopharma industry,1
etl standards,1
enterprise design,1
soa development,1
soa design,1
threetiered applications,1
sql server configuration,1
web architecture,1
backup and archival,1
open systems,1
wintel,1
fluid collection,1
safety hazards,1
ability to meet deadlines and handle multiple tasks simultaneously,1
national certification for medical laboratory scientist (mls) or medical technologist (mt),1
bachelor's degree in laboratory or biological sciences,1
manual and automated methods,1
ethical decisionmaking,1
data purge standards,1
data archive standards,1
etl documentation,1
gdit,1
remote work once a week,1
able to travel up to 25%,1
ability to problem solve,1
ability to apply common sense understanding,1
ability to perform med math calculations,1
preemployment background screening,1
drugfree workplace policy,1
time off package,1
teamwork and people skills,1
understanding of performance and capacity management,1
activities to keep environment healthy,1
ability to identify tasks,1
1+ years of handson experience in azure cloud technologies,1
5+ years of experience in supporting sql databases,1
fiberchannel,1
raid levels,1
gigabit ethernet,1
virtual application delivery technologies,1
veterans' preference,1
polygraph examination,1
construction knowledge,1
north dakota board of clinical laboratory practice,1
government inquiries,1
data privacy disputes,1
or airconditioned indoor clinical setting,1
well lighted heated and,1
ability to use upper extremities to exert force,1
ability to raise objects from a lower to higher position,1
ability to stand for sustained periods of time,1
ability to bend legs downward and forward,1
or hands and arms in a repetitive manner,1
ability to use feet and legs and,1
adequate vision and hearing,1
ability to climb stoop kneel reach stand walk pull push lift,1
data systems testing,1
cloud developers,1
dataset structure,1
analytic efforts,1
feature vectors,1
data analysis software,1
stateoftheart algorithms,1
confusion matrices,1
roc curves,1
cross validation,1
contracting terms,1
reimbursement strategies,1
trial period,1
dcips targeted local market supplement (tlms) stem pay,1
geographic mobility,1
emergency essential,1
management solutions,1
dependent care flexible spending accounts,1
healthcare flexible spending accounts,1
game science,1
test methodologies,1
physiological conditions,1
naacls accredited mls program,1
bachelor’s degree in biological science,1
ascp or amt mt,1
claims systems,1
compliance workflows,1
value and productivity,1
workarounds,1
data adjustments,1
data assembly methods,1
performance and capacity management,1
specification writing,1
project architect,1
shortterm and longterm disability insurance,1
healthcare and dependent care fsa,1
company paid hsa contribution,1
hsa plans,1
hardware utilization,1
machine learning stack,1
supercomputer,1
humanoid robot,1
autopilot,1
autolabeling infrastructure,1
deep learning framework,1
network logs,1
advanced analytical algorithms,1
oracle applications,1
data systems troubleshooting and optimization,1
local and metadata model optimization,1
physical data modelling design,1
data coding best practices,1
data flows design,1
federal energy regulatory commission accounts,1
uniform system of accounts,1
costofservice studies,1
cost allocation studies,1
pricing and rate structures,1
rate design and development,1
financial and economic modeling,1
power utility costofservice studies,1
technology knowledge,1
system impact analysis,1
finance function,1
unit test case,1
spark and hive data processing framework,1
paid time off policy,1
low deductible health coverage,1
fantastic benefits package,1
opportunities for growth,1
stable backlog of projects,1
positive client relationships,1
data work products,1
electronic data deliverables,1
relational database programs,1
environmental field work,1
erpims,1
team lunches,1
sql endpoint  photon engine,1
physical and relational data modelling,1
data quality education,1
coding data quality auditing,1
bespoke solutions,1
financial trading,1
asset hedging,1
generation operation,1
power nodal prices,1
wind,1
solar,1
weather,1
generation efficiency,1
energy industry,1
docker container,1
model assembling,1
hr technology,1
cross platform team,1
crc,1
e&m levels,1
outpatient coding,1
work queues,1
coding procedures,1
coding policies,1
fraud and abuse,1
coding and documentation,1
regulatory agency guidelines,1
rebills,1
coding changes,1
coding education,1
coding compliance,1
medical record documentation,1
cms hcc,1
medical records auditing,1
leadership skills and presence,1
stakeholder relationship,1
sap integration,1
skilled nursing facility visits,1
hospital visits,1
home visits,1
patient locations,1
ahima,1
standards of ethical coding,1
ethical coding,1
cdip,1
cdeo,1
cpma,1
cpc,1
ccs,1
rhit,1
vacation and public holidays,1
wellness or healthcare spending account,1
planning and requirements documents,1
datadriven problemsolving,1
high qps systems,1
application technical design,1
well documented,1
remediation reports,1
data assessment team,1
analytical and problemsolving,1
lss black belt or green belt certification,1
or health care company experience,1
life science pharmaceutical and,1
project management specialization course,1
ms or mba,1
pmp pmi certification,1
key business metrics,1
business process intelligence,1
4 hana erp implementation,1
sap erp or s,1
sap business technology platform,1
4 hana functional modules 1909,1
sap professional architect certification,1
sap erp data architecture,1
military rank structure,1
client needs assessment,1
ms office suite (word excel),1
up to 10% travel,1
bs in business administration,1
2+ years leading major crossfunctional corporate programs requiring business changes,1
10+ years overall project,1
superior english language verbal and written communications skills,1
network and technology services,1
product and delivery requirements,1
aws services (athena glue lambda s3 dynamodb nosql rds amazon emr redshift),1
enterprise distributed systems,1
masters’ degree,1
cloud amazon web services (aws,1
large scale data handling,1
power business intelligence (bi),1
office work environment,1
telephone usage,1
sitting position,1
experience (7+ years),1
experience (5+ years),1
technology related field,1
business related field,1
education (bachelors),1
azure architecture standards,1
architecture blueprints,1
regular  full time,1
telco experience,1
solution technologies,1
enterprise architecture design,1
datarelated product management,1
lifecycle approach,1
cots systems,1
data ai,1
it service trends,1
iheart radio,1
tsn,1
crave,1
smart home,1
fibe tv and internet,1
industry standard compliance,1
azure security center,1
deterministic and probabilistic matching,1
master data analytics,1
mong0,1
factbased,1
matrixed,1
global,1
westrock,1
intellectual honesty,1
leveling,1
biasfree negotiation,1
azure updates,1
azure best practices,1
technical decisions,1
azure architecture guidelines,1
pricing estimates,1
project solutions,1
sustainability goals,1
power challenges,1
preliminary design,1
single source of truth,1
golden record,1
master data objects,1
azure solutions architect certification,1
compliance protocols,1
azure platform automation,1
automation capabilities,1
data warehouse hosting,1
resource usage optimization,1
daily operations,1
resource provisioning,1
data error resolution,1
patient journey improvement,1
new patient enquiries,1
sms management,1
phone management,1
recall management,1
soe,1
exact,1
dental receptionist,1
fastpaced startup environment,1
data center designs,1
data center trends,1
technical sale,1
consulting & specifying engineering,1
industry influence,1
exclusions,1
performancebased philosophy,1
regionspecific benefits,1
catered lunch,1
customerfacing data products,1
ability to handle ambiguity,1
businessmindedness,1
productmindedness,1
amazon cloud systems,1
realtime data & analytics platform,1
offshore teams,1
onsite teams,1
business transformation programs,1
medical devices industry,1
udi,1
plm enterprise systems,1
data migration architect,1
align technology solutions,1
sap me,1
mathematical operations,1
stateless applications,1
12factor apps,1
cloud application design principles,1
inmemory,1
data discovery & classification,1
credential management,1
storage accounts,1
ada compliance,1
work environment conditions,1
laboratory compliance,1
post analytical testing,1
preanalytical testing,1
blood collection technique,1
warehouse or factory workers,1
customer service agent,1
sales assistant,1
administrative assistant,1
remote data entry clerk,1
delivery drivers (optional),1
warehouse worker (optional),1
health care background (optional),1
administrative assistant experience (optional),1
delivery driver (optional),1
warehouse work (optional),1
healthcare background (optional),1
quiet work space,1
lab technician,1
sterile condition maintenance,1
sap me and snowflake integration,1
soc microarchitecture,1
mentor junior engineers,1
rtl design,1
computer organization,1
sub7nm technology,1
asic design,1
uvm,1
systemverilog,1
processor development,1
logic design,1
healthcare reimbursement models,1
bonus pay,1
no dress code,1
part time income,1
call center representative,1
nurse,1
iac deployment,1
member needs fulfillment,1
collaboration with pcp caregivers and team members,1
medical social psychological physical and spiritual needs assessment,1
care plan development and monitoring,1
telephonic case management,1
working knowledge of medicare and medicaid regulations,1
experience in interdisciplinary service delivery,1
mandarin) spanish korean bengali hindi or urdu,1
bilingual chinese (cantonese,1
1+ years of rn experience,1
ccm preferred,1
